City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
476,Cayenne,GF,4.9333,-52.3333,85.08,82,20,1.14,few clouds
477,Manoel Urbano,BR,-8.8389,-69.2597,69.31,80,66,0.92,broken clouds
478,Tripoli,LY,32.8752,13.1875,79.75,46,0,8.95,clear sky
479,Turukhansk,RU,65.8167,87.9833,66.97,49,69,5.46,broken clouds
480,Camocim,BR,-2.9022,-40.8411,80.96,76,56,11.97,broken clouds
481,Thanesar,IN,29.9833,76.8167,106.93,16,11,12.33,few clouds
482,Segou,ML,13.4317,-6.2157,101.3,28,86,8.7,overcast clouds
483,Elista,RU,46.3078,44.2558,79.32,44,20,8.95,few clouds
484,Uruzgan,AF,32.8333,66.0,93.22,4,0,11.86,clear sky
485,Umm Lajj,SA,25.0213,37.2685,86.52,62,3,14.85,clear sky
486,Loanda,AO,-8.8368,13.2343,84.2,70,20,8.05,few clouds
487,Akcakoca,TR,41.0866,31.1162,63.18,83,100,2.68,moderate rain
488,Nevsehir,TR,38.9167,34.6667,78.01,24,40,14.97,scattered clouds
489,Kushmurun,KZ,52.4503,64.6311,84.38,26,56,5.48,broken clouds
490,Eidsvag,NO,62.7767,8.0668,56.05,91,100,6.51,overcast clouds
491,Lieksa,FI,63.3167,30.0167,61.54,47,98,7.92,overcast clouds
492,Linda,US,39.1277,-121.5508,67.95,84,0,6.96,clear sky
493,Robertsport,LR,6.7533,-11.3686,82.13,73,100,8.9,overcast clouds
494,Starozhilovo,RU,54.2254,39.916,77.13,60,54,3.27,broken clouds
495,Abapo,BO,-18.8333,-63.4667,52.63,61,1,1.99,clear sky
496,Mokolo,CM,10.7398,13.8019,94.14,26,65,6.26,broken clouds
497,Haywards Heath,GB,50.9977,-0.1031,82.18,46,20,4.61,few clouds
498,Ornskoldsvik,SE,63.2909,18.7153,66.02,63,40,11.5,scattered clouds
499,Bondoukou,CI,8.0333,-2.8,85.98,59,75,7.38,broken clouds
500,Kisangani,CD,0.5167,25.2,79.16,83,90,4.61,overcast clouds
501,Tarumovka,RU,44.0761,46.5361,86.36,38,6,7.96,clear sky
502,Naryan-Mar,RU,67.6713,53.087,72.21,55,85,16.51,overcast clouds
503,Ailigandi,PA,9.2333,-78.0167,77.45,89,96,4.45,overcast clouds
504,Neder Vindinge,DK,55.0321,11.8836,70.18,72,5,14.9,clear sky
505,Grand Gaube,MU,-20.0064,57.6608,77.4,61,14,8.99,few clouds
506,San Pedro Del Parana,PY,-26.8333,-56.2,58.26,83,0,4.83,clear sky
507,Bom Jesus,BR,-9.0744,-44.3586,83.91,48,40,7.74,scattered clouds
508,Ibipeba,BR,-11.6408,-42.0111,72.7,65,88,11.32,overcast clouds
509,Ostrovskoye,RU,57.8057,42.2433,73.94,54,26,6.46,scattered clouds
510,Biltine,TD,14.5333,20.9167,106.16,11,54,2.51,broken clouds
511,Elat,IL,29.5581,34.9482,93.04,27,0,16.11,clear sky
512,Bengkulu,ID,-3.8004,102.2655,79.2,83,88,2.84,moderate rain
513,Cerro De Pasco,PE,-10.6833,-76.2667,33.28,84,43,2.06,scattered clouds
514,Weligama,LK,5.9667,80.4167,81.91,80,93,14.14,overcast clouds
515,Puerto Plata,DO,19.7934,-70.6884,81.16,100,20,0.0,few clouds
516,Kaoma,ZM,-14.7833,24.8,80.49,14,54,6.64,broken clouds
517,Hauknes,NO,66.2833,14.0667,52.34,83,75,2.3,broken clouds
518,Howard,US,39.2504,-76.933,71.35,87,66,1.01,broken clouds
519,Walvis Bay,NA,-22.9575,14.5053,90.55,12,0,5.75,clear sky
520,Varnavino,RU,57.4035,45.0916,75.92,50,97,7.45,overcast clouds
521,Talnakh,RU,69.4865,88.3972,53.78,78,33,11.21,scattered clouds
522,Lubao,PH,14.9167,120.55,85.14,85,85,6.29,overcast clouds
523,Matagami,CA,49.7502,-77.6328,57.31,72,90,6.91,light rain
524,Nouakchott,MR,18.0858,-15.9785,85.93,60,34,6.24,scattered clouds
525,Zuwarah,LY,32.9312,12.082,80.71,44,0,10.42,clear sky
526,Pimentel,PE,-6.8367,-79.9342,64.96,90,26,5.01,scattered clouds
527,Hudiksvall,SE,61.729,17.1036,67.51,69,85,2.53,overcast clouds
528,Asilah,MA,35.465,-6.0348,76.86,76,91,9.98,overcast clouds
529,Houma,US,29.5958,-90.7195,75.99,95,72,1.99,broken clouds
530,Morondava,MG,-20.2833,44.2833,77.81,62,0,12.55,clear sky
531,Requena,ES,39.4883,-1.1004,88.0,21,0,5.48,clear sky
532,Jamame,SO,0.0722,42.7506,84.69,58,82,17.63,broken clouds
533,Aswan,EG,24.0934,32.907,103.78,11,2,21.63,clear sky
534,Marystown,CA,47.1666,-55.1483,52.86,100,1,6.26,clear sky
535,Asfi,MA,32.2994,-9.2372,70.5,74,53,15.48,broken clouds
536,Minsk,BY,53.9,27.5667,60.55,82,98,8.21,overcast clouds
537,Mecca,SA,21.4267,39.8261,104.59,20,18,16.42,few clouds
538,Locri,IT,38.2414,16.2623,84.11,52,5,6.98,clear sky
539,Anzio,IT,41.4853,12.6179,90.34,62,3,8.32,clear sky
540,Guane,CU,22.2025,-84.0875,78.26,86,90,5.12,overcast clouds
541,Igrim,RU,63.1906,64.4162,81.79,36,64,11.86,broken clouds
542,Bonthe,SL,7.5264,-12.505,82.87,74,100,10.74,light rain
543,Timmins,CA,48.4669,-81.3331,57.02,88,90,8.05,overcast clouds
544,Junin,AR,-34.5838,-60.9433,50.99,82,79,9.86,broken clouds
545,Kayes,ML,14.0,-11.0,95.72,35,99,9.66,overcast clouds
546,Amapa,BR,1.0,-52.0,76.42,89,53,0.85,broken clouds
547,Porto Novo,BJ,6.4965,2.6036,87.62,51,66,10.54,broken clouds
548,Malakal,SS,9.5334,31.6605,73.78,78,100,4.76,overcast clouds
549,Tabou,CI,4.423,-7.3528,81.97,78,81,7.31,light rain
550,Lokosovo,RU,61.1333,74.8167,83.41,30,42,10.33,scattered clouds
551,Mana,GF,5.6592,-53.7767,79.84,83,58,4.59,broken clouds
552,Porbandar,IN,21.6422,69.6093,88.38,66,17,16.55,few clouds
553,Mirabad,AF,30.4362,61.8383,113.4,5,0,14.67,clear sky
554,Dutse,NG,11.7594,9.3392,100.78,22,48,5.5,scattered clouds
555,Sankt Veit,DE,49.1,10.95,76.41,39,2,5.06,clear sky
556,Sananduva,BR,-27.9497,-51.8067,51.35,70,0,3.44,clear sky
557,Ambovombe,MG,-25.1667,46.0833,74.68,63,42,9.62,scattered clouds
558,Malkangiri,IN,18.35,81.9,79.16,86,100,5.97,overcast clouds
559,Chipoka,MW,-13.9933,34.5157,76.17,44,25,8.3,scattered clouds
560,Menongue,AO,-14.6585,17.691,78.24,14,43,7.25,scattered clouds
561,Talsi,LV,57.2456,22.5814,67.12,37,19,8.1,few clouds
562,Malanje,AO,-9.5402,16.341,79.18,53,75,6.91,broken clouds
563,Hammerfest,NO,70.6634,23.6821,46.85,66,75,10.36,light rain
564,Mudanya,TR,40.3753,28.8822,68.09,75,100,5.06,overcast clouds
565,Sharanga,RU,57.1775,46.5396,76.32,52,26,8.75,scattered clouds
566,Kirkland Lake,CA,48.1446,-80.0377,56.23,100,48,5.79,scattered clouds
567,Kremenki,RU,54.885,37.1261,79.7,50,26,5.1,scattered clouds
568,Selma,US,36.5708,-119.6121,66.6,80,1,5.75,clear sky
569,Marfino,RU,55.7028,37.3822,80.55,46,0,4.47,clear sky
570,Saint-Esteve,FR,42.7131,2.843,98.42,21,0,13.8,clear sky
571,Hryshkivtsi,UA,49.9353,28.6038,65.95,79,100,10.98,overcast clouds
572,Bafq,IR,31.6128,55.4107,109.42,5,0,11.81,clear sky
573,Vila Do Maio,CV,15.1333,-23.2167,81.39,86,52,18.5,broken clouds
574,Paamiut,GL,61.994,-49.6678,37.78,85,8,7.92,clear sky
575,Igunga,TZ,-4.2833,33.8833,87.1,27,95,4.25,overcast clouds
576,Ardabil,IR,38.2498,48.2933,72.95,60,20,19.57,few clouds
577,Padang,ID,-0.9492,100.3543,77.05,82,89,0.76,light rain
578,Coihaique,CL,-45.5752,-72.0662,33.75,86,20,4.61,few clouds
579,Reconquista,AR,-29.15,-59.65,48.22,93,0,4.61,mist
580,Gondar,ET,12.6,37.4667,71.56,44,92,11.25,light rain
581,Bolotnoye,RU,55.6717,84.3981,66.33,57,3,5.88,clear sky
582,Callaway,US,30.153,-85.5699,77.92,79,7,1.99,clear sky
583,Tornio,FI,65.8481,24.1466,55.42,77,95,17.29,overcast clouds
584,Plettenberg Bay,ZA,-34.0527,23.3716,63.82,66,46,6.76,scattered clouds
585,Kandri,IN,21.4167,79.2667,94.57,47,98,8.77,moderate rain
586,Geilo,NO,60.5333,8.2076,53.69,87,100,8.19,light rain
587,Maceio,BR,-9.6658,-35.7353,72.84,100,75,5.75,broken clouds
588,Puerto Carreno,CO,6.189,-67.4859,77.07,84,63,4.25,broken clouds
589,Harnosand,SE,62.6323,17.9379,66.22,63,82,10.38,broken clouds
590,Butia,BR,-30.1197,-51.9622,55.69,79,0,1.3,clear sky
591,Prudentopolis,BR,-25.2131,-50.9778,51.13,79,16,2.75,few clouds
592,Somerset East,ZA,-32.7217,25.588,65.82,46,100,5.41,overcast clouds
593,Oksfjord,NO,70.2396,22.3479,53.67,66,94,7.47,light rain
594,Strezhevoy,RU,60.7333,77.5889,82.38,32,64,8.5,broken clouds
595,Inhambane,MZ,-23.865,35.3833,75.88,52,0,6.17,clear sky
596,Oranjemund,NA,-28.55,16.4333,70.2,49,8,4.56,clear sky
597,Uvat,RU,59.1433,68.8953,84.13,29,87,9.95,overcast clouds
598,Vieux-Habitants,GP,16.0589,-61.7659,81.97,77,100,14.32,overcast clouds
599,Dareda,TZ,-4.2167,35.55,77.09,40,87,7.07,overcast clouds
600,Pozo Colorado,PY,-23.4923,-58.7972,61.11,67,0,4.9,clear sky
601,Mani,CO,4.8172,-72.2886,71.91,96,99,3.83,overcast clouds
602,Bensonville,LR,6.4461,-10.6125,76.55,72,98,6.51,light rain
603,Bajil,YE,15.0584,43.2851,104.94,22,100,14.72,overcast clouds
604,Inongo,CD,-1.95,18.2667,77.5,66,100,5.5,overcast clouds
605,Guca,RS,43.7767,20.2253,62.49,74,78,9.84,broken clouds
606,Bud,US,39.447,-86.1758,69.31,76,0,7.09,clear sky
607,Sur,OM,22.5667,59.5289,93.04,56,0,7.45,clear sky
608,Raga,SS,8.4596,25.678,94.46,35,100,4.52,overcast clouds
609,Saint-Joseph,RE,-21.3667,55.6167,77.38,67,64,11.68,broken clouds
610,Ilebo,CD,-4.3167,20.5833,95.72,20,100,3.44,overcast clouds
611,General Roca,AR,-39.0333,-67.5833,36.0,49,39,7.54,scattered clouds
612,Correntina,BR,-13.3433,-44.6367,76.37,55,32,7.96,scattered clouds
613,Ler,SS,8.3018,30.1418,77.68,80,100,5.77,moderate rain
614,Athy,IE,52.9914,-6.9803,63.93,67,100,10.16,overcast clouds
615,Haftoni,AZ,38.7632,48.7622,88.59,61,40,16.11,scattered clouds
616,Rorvik,NO,64.8621,11.2373,53.71,82,75,18.41,broken clouds
617,Kamenka,RU,51.3223,42.7678,74.23,64,99,5.91,overcast clouds
618,Le Port,RE,-20.9373,55.2919,78.8,69,47,9.53,scattered clouds
619,Parrita,CR,9.5201,-84.3225,78.57,84,100,6.44,overcast clouds
620,Kislovodsk,RU,43.9133,42.7208,71.24,76,45,11.36,scattered clouds
621,Vestmanna,FO,62.1564,-7.1664,49.12,93,90,16.11,overcast clouds
622,Angoche,MZ,-16.2325,39.9086,78.22,53,47,14.12,scattered clouds
623,Lucapa,AO,-8.4192,20.7447,89.67,16,88,3.65,overcast clouds
624,Taunsa,PK,30.7048,70.6505,104.14,27,0,5.12,clear sky
625,Mahanoro,MG,-19.9,48.8,68.13,95,100,11.14,light rain
626,Golden Gate,US,26.1879,-81.6951,81.99,97,100,9.26,overcast clouds
627,Johnson City,US,36.3134,-82.3535,73.8,78,90,0.0,overcast clouds
628,Neyshabur,IR,36.2133,58.7958,94.42,12,99,11.54,overcast clouds
629,Rotterdam,NL,51.9225,4.4792,83.89,41,6,8.05,clear sky
630,Eenhana,NA,-17.4667,16.3333,74.95,13,4,8.9,clear sky
631,Sokyryany,UA,48.4475,27.4168,55.89,95,100,10.83,overcast clouds
632,Changji,CN,44.0167,87.3167,74.19,27,20,4.47,few clouds
633,Dwarka,IN,22.2394,68.9678,87.73,67,89,18.75,overcast clouds
634,Muhororo,UG,0.9381,30.7594,78.15,52,100,4.29,overcast clouds
635,Coronel,CL,-37.0167,-73.1333,44.62,74,99,4.45,overcast clouds
636,Kuytun,RU,54.3419,101.5036,50.23,88,100,11.45,overcast clouds
637,Clarence Town,AU,-32.5833,151.7833,56.55,82,18,3.2,few clouds
638,Mahajanga,MG,-15.7167,46.3167,86.02,58,40,10.36,scattered clouds
639,Immokalee,US,26.4187,-81.4173,81.91,78,99,5.73,overcast clouds
640,Oistins,BB,13.0667,-59.5333,80.69,65,40,18.41,scattered clouds
641,Miraflores,MX,19.2167,-98.8083,57.87,94,100,2.24,overcast clouds
642,Asosa,ET,10.0667,34.5333,72.07,64,100,8.37,overcast clouds
643,La Asuncion,VE,11.0333,-63.8628,85.73,74,31,8.05,scattered clouds
644,Nagua,DO,19.3832,-69.8474,81.45,88,20,0.0,few clouds
645,Mustvee,EE,58.8486,26.9397,67.1,34,86,4.16,overcast clouds
646,Isla Mujeres,MX,21.2311,-86.731,77.16,81,100,11.59,overcast clouds
647,Muzhi,RU,65.3667,64.6667,76.73,47,87,8.57,overcast clouds
648,Nueva Helvecia,UY,-34.3,-57.2333,51.6,86,71,7.81,broken clouds
649,Bela,IN,25.9333,81.9833,78.73,87,100,10.51,heavy intensity rain
650,Tukrah,LY,32.5341,20.5791,77.92,55,0,12.39,clear sky
651,Englewood,US,39.6478,-104.9878,69.91,74,26,1.83,scattered clouds
652,Lovozero,RU,68.005,35.0117,60.6,38,100,15.08,overcast clouds
653,Saint-Francois,FR,46.4154,3.9054,85.68,44,0,3.44,clear sky
654,Tucurui,BR,-3.7661,-49.6725,73.85,96,99,3.47,overcast clouds
655,Javanrud,IR,34.7961,46.5172,92.84,6,0,12.95,clear sky
656,Pitimbu,BR,-7.4706,-34.8086,75.79,76,75,9.19,broken clouds
657,Findlay,US,41.0442,-83.6499,67.42,73,68,6.26,broken clouds
658,Oussouye,SN,12.485,-16.5469,91.58,57,96,9.28,overcast clouds
659,Goba,ET,7.0167,39.9833,65.17,53,98,6.58,light rain
660,Loiza,PR,18.4313,-65.8802,82.4,80,100,13.73,overcast clouds
661,Biskamzha,RU,53.4497,89.5272,52.21,95,100,2.68,light rain
662,Buzmeyin,TM,38.0507,58.2056,94.73,28,75,13.8,broken clouds
663,Remontnoye,RU,46.5614,43.6501,79.21,36,5,7.94,clear sky
664,Alta Floresta,BR,-9.8756,-56.0861,76.82,64,25,3.02,scattered clouds
665,Tiffin,US,41.1145,-83.178,69.62,78,57,5.99,broken clouds
666,Kinshasa,CD,-4.3246,15.3215,88.18,55,91,3.44,overcast clouds
667,Port Shepstone,ZA,-30.7414,30.455,69.94,74,53,13.78,broken clouds
668,Trincomalee,LK,8.5711,81.2335,87.17,62,97,19.8,overcast clouds
669,Nizhnyaya Tavda,RU,57.6731,66.1725,83.75,31,6,11.65,clear sky
670,Buta,CD,2.7858,24.73,92.62,39,100,2.8,overcast clouds
671,Boa Vista,BR,2.8197,-60.6733,76.98,88,75,4.61,broken clouds
672,Ivdel,RU,60.6911,60.4206,82.62,34,96,8.16,overcast clouds
673,Paragominas,BR,-2.9667,-47.4833,74.1,97,95,1.59,overcast clouds
674,Qiryat Gat,IL,31.61,34.7642,83.79,41,0,16.8,clear sky
675,Sidhi,IN,24.4167,81.8833,88.93,54,99,12.82,moderate rain
676,Kuybysheve,UA,47.358,36.6491,77.27,47,67,8.1,broken clouds
677,Eyl,SO,7.9803,49.8164,92.57,44,100,24.16,overcast clouds
678,Srikakulam,IN,18.3,83.9,86.16,65,100,7.2,overcast clouds
679,Hirtshals,DK,57.5881,9.9592,67.86,89,84,30.13,broken clouds
680,Balaghat,IN,21.8,80.1833,85.06,61,72,12.19,broken clouds
681,Okitipupa,NG,6.5047,4.7839,90.66,53,85,6.67,overcast clouds
682,Pokhara,NP,28.2333,83.9833,72.41,88,100,4.76,overcast clouds
683,Pestovo,RU,58.5938,35.8024,72.1,49,89,9.71,overcast clouds
684,Dossor,KZ,47.5272,52.9811,95.14,12,99,26.62,overcast clouds
685,Imbituba,BR,-28.24,-48.6703,58.89,67,0,7.72,clear sky
686,Sangmelima,CM,2.9333,11.9833,87.8,47,77,2.51,broken clouds
687,Kanashevo,RU,55.2169,62.0634,86.56,34,43,10.36,scattered clouds
688,Zamora,EC,-4.0692,-78.9567,65.01,96,79,1.57,broken clouds
689,Buchanan,LR,5.8808,-10.0467,76.96,73,84,6.73,light rain
690,Rabo De Peixe,PT,37.8,-25.5833,71.11,68,20,8.05,few clouds
691,Oxford,GB,51.7522,-1.256,81.48,55,20,1.01,few clouds
692,Chapais,CA,49.7834,-74.8492,58.78,68,89,2.53,overcast clouds
693,Teramo,IT,42.65,13.6833,78.01,42,20,8.99,few clouds
694,Obo,CF,5.3998,26.4869,82.94,61,100,5.73,overcast clouds
695,San Antonio,US,29.4241,-98.4936,78.04,83,8,3.0,clear sky
696,Bari Sadri,IN,24.4167,74.4667,97.14,23,4,13.71,clear sky
697,Arona,ES,28.0996,-16.681,72.12,60,20,7.0,few clouds
698,Tyup,KG,42.7276,78.3648,56.89,54,44,6.55,scattered clouds
699,Katete,UG,-0.7818,29.7544,82.71,37,100,6.44,overcast clouds
700,Marrakesh,MA,31.6315,-8.0083,80.67,47,0,5.75,clear sky
701,Iznik,TR,40.4286,29.7211,62.55,94,100,2.73,light rain
702,Nivala,FI,63.9167,24.9667,62.91,55,100,5.95,overcast clouds
703,Mandal,IN,25.45,74.5667,103.03,21,7,13.06,clear sky
704,Constitucion,CL,-35.3333,-72.4167,48.72,65,100,7.45,overcast clouds
705,Bethanien,NA,-26.502,17.1583,78.26,18,4,5.68,clear sky
706,Carutapera,BR,-1.195,-46.02,82.99,72,67,5.86,broken clouds
707,Tiznit,MA,29.5833,-9.5,76.55,48,40,9.01,scattered clouds
708,San Javier,ES,37.8063,-0.8374,93.63,51,0,8.01,clear sky
709,Remanso,BR,-9.6179,-42.0831,78.8,61,47,13.85,scattered clouds
710,Linhares,BR,-19.3911,-40.0722,71.6,64,30,9.26,scattered clouds
711,San Andres,CO,12.5847,-81.7006,75.22,94,90,2.3,light intensity drizzle
712,Poltavka,RU,54.3663,71.7632,78.21,41,81,1.52,broken clouds
713,Dedza,MW,-14.3779,34.3332,68.95,33,41,4.14,scattered clouds
714,Los Chiles,CR,11.0333,-84.7167,73.72,97,100,1.28,overcast clouds
715,Honningsvag,NO,70.9821,25.9704,43.93,71,43,24.76,scattered clouds
716,Mangrol,IN,21.1167,70.1167,87.33,72,12,16.84,few clouds
